subject,bases,num_bases
triple play (telecommunications),play|telecommun|tripl,3
triple point,point|tripl,2
triple product,product|tripl,2
triple system,system|tripl,2
triplets,triplet,1
tripod (photography),photographi|tripod,2
trips architecture,architectur|trip,2
triptycene,triptycen,1
tris,tri,1
trisaccharide,trisaccharid,1
trismus,trismu,1
trisodium citrate,citrat|trisodium,2
trisomy,trisomi,1
triterpenoid,triterpenoid,1
triticale,tritical,1
tritium,tritium,1
triturus,trituru,1
triviality,trivial,1
triz,triz,1
troglodytes,troglodyt,1
trojan,trojan,1
trojan horse,hors|trojan,2
trombone music,music|trombon,2
tropane,tropan,1
trope (literature),literatur|trope,2
trophic level,level|trophic,2
trophy,trophi,1
tropical agriculture,agricultur|tropic,2
tropical and subtropical dry broadleaf forests,broadleaf|dri|forest|subtrop|tropic,5
tropical asia,asia|tropic,2
tropical climate,climat|tropic,2
tropical cyclone,cyclon|tropic,2
tropical diseases,diseas|tropic,2
tropical forest,forest|tropic,2
tropical fruit,fruit|tropic,2
tropical geometry,geometri|tropic,2
tropical marine climate,climat|marin|tropic,3
tropical medicine,medicin|tropic,2
tropics,tropic,1
tropolone,tropolon,1
tropone,tropon,1
troposphere,tropospher,1
trouble shooting,shoot|troubl,2
troubleshooting,troubleshoot,1
trough (economics),econom|trough,2
trout,trout,1
truancy,truanci,1
truces & cease fires,ceas|fire|truce,3
truck,truck,1
truck drivers,driver|truck,2
truck stops,stop|truck,2
trucking,truck,1
trucking industry,industri|truck,2
trucks,truck,1
trucks & trucking industry,industri|truck,2
trucks and trucking,truck,1
true crime,crime|true,2
true love,love|true,2
true positive rate,posit|rate|true,3
true quantified boolean formula,boolean|formula|quantifi|true,4
truffle,truffl,1
truncated normal distribution,distribut|normal|truncat,3
truncation (statistics),statist|truncat,2
truncation error,error|truncat,2
truncus,truncu,1
trunk,trunk,1
trunk airlines,airlin|trunk,2
trunking,trunk,1
truss,truss,1
trust,trust,1
trust companies,compani|trust,2
trust departments,depart|trust,2
trust fund,fund|trust,2
trust fund management,fund|manag|trust,3
trust funds,fund|trust,2
trust law,law|trust,2
trust management (information system),inform|manag|system|trust,4
trust officers,offic|trust,2
trust operations,oper|trust,2
trusted computing,comput|trust,2
trusted platform module,modul|platform|trust,3
trusted third party,parti|trust,2
trustees,truste,1
trusts,trust,1
trustworthiness,trustworthi,1
truth,truth,1
truth condition,condit|truth,2
truth in advertising,advertis|truth,2
truth in lending simplification & reform act 1980-us,act|lend|reform|simplif|truth,5
truth table,tabl|truth,2
truth telling,tell|truth,2
truth value,truth|valu,2
trypanosoma,trypanosoma,1
trypanosomiasis,trypanosomiasi,1
tryptamine,tryptamin,1
tsallis statistics,statist|tsalli,2
tsetse fly,fli|tsets,2
tsuga,tsuga,1
tsunami earthquake,earthquak|tsunami,2
tsunami wave,tsunami|wave,2
tsunamis,tsunami,1
tswana,tswana,1
tuba music,music|tuba,2
tube (container),contain|tube,2
tube furnace,furnac|tube,2
tuberculosis,tuberculosi,1
tuberous sclerosis,sclerosi|tuber,2
tubes,tube,1
tubifex,tubifex,1
tuft,tuft,1
tug of war,tug|war,2
tugs,tug,1
tuition,tuition,1
tukey's range test,rang|test|tukey,3
tularemia,tularemia,1
tulsa race massacre-1921,race|tulsa,2
tumbling,tumbl,1
tumor cells,cell|tumor,2
tumor necrosis factor alpha,alpha|factor|necrosi|tumor,4
tumor necrosis factor-tnf,factor|necrosi|tnf|tumor,4
tumor surgery,surgeri|tumor,2
tumorigenesis,tumorigenesi,1
tumors,tumor,1
tumour tissue,tissu|tumour,2
tuna,tuna,1
tungstate,tungstat,1
tungsten,tungsten,1
tungsten carbide,carbid|tungsten,2
tungsten disulfide,disulfid|tungsten,2
tunica,tunica,1
tunicate,tunic,1
tunnel boring machine,bore|machin|tunnel,3
tunnel construction,construct|tunnel,2
tunnels,tunnel,1
tuple,tupl,1
turbellaria,turbellaria,1
turbidimetry,turbidimetri,1
turbidity,turbid,1
turbine,turbin,1
turbine blades,blade|turbin,2
turbinectomy,turbinectomi,1
turbines,turbin,1
turbo,turbo,1
turbo generator,gener|turbo,2
turbo pascal,pascal|turbo,2
turbofan,turbofan,1
turbogenerators,turbogener,1
turbojet,turbojet,1
turbomachinery,turbomachineri,1
turboprop,turboprop,1
turbulence,turbul,1
turbulence models,model|turbul,2
turf,turf,1
turfgrasses,turfgrass,1
turgor pressure,pressur|turgor,2
turing,ture,1
turing test,test|ture,2
turkish,turkish,1
turn (biochemistry),biochemistri|turn,2
turn of the century,centuri|turn,2
turnaround management,manag|turnaround,2
turnaround time,time|turnaround,2
turner prize,prize|turner,2
turner syndrome,syndrom|turner,2
turning radius,radiu|turn,2
turnkey,turnkey,1
turnkey systems,system|turnkey,2
turnover,turnov,1
turnover rate,rate|turnov,2
turnstile,turnstil,1
turpentine,turpentin,1
turret,turret,1
turtle (robot),robot|turtl,2
tussock,tussock,1
tutor,tutor,1
tutorial system,system|tutori,2
tutoring,tutor,1
tweaking,tweak,1
tweezers,tweezer,1
twenty-first century,centuri,1
twig,twig,1
twilight,twilight,1
twin plants,plant|twin,2
twin studies,studi|twin,2
twins,twin,1
twist,twist,1
twisted pair,pair|twist,2
twistor theory,theori|twistor,2
two dimensional models,dimension|model,2
two step,step,1
two-alternative forced choice,altern|choic|forc,3
two-body problem,bodi|problem,2
two-dimensional nuclear magnetic resonance spectroscopy,dimension|magnet|nuclear|reson|spectroscopi,5
two-dimensional space,dimension|space,2
two-fluid model,fluid|model,2
tying,tie,1
tympanoplasty,tympanoplasti,1
type (biology),biolog|type,2
type fonts,font|type,2
type i and type ii errors,error|type,2
type i collagen,collagen|type,2
type safety,safeti|type,2
typeface,typefac,1
typescript,typescript,1
typewriters and typewriting,typewrit,1
typhoid,typhoid,1
typhoid fever,fever|typhoid,2
typhoon,typhoon,1
typhoons,typhoon,1
typhus,typhu,1
typing,type,1
typography,typographi,1
typology,typolog,1
tyramine,tyramin,1
tyrosine,tyrosin,1
u-1,,0
ubiquitous computing,comput|ubiquit,2
ufo,ufo,1
ukrainian,ukrainian,1
ukulele music,music|ukulel,2
ulcers,ulcer,1
ulinastatin,ulinastatin,1
ulmaceae,ulmacea,1
ulmus pumila,pumila|ulmu,2
ulna,ulna,1
ultimate frisbee,frisbe|ultim,2
ultimate tensile strength,strength|tensil|ultim,3
ultimatum game,game|ultimatum,2
ultra high frequency,frequenc|high|ultra,3
ultra low frequency,frequenc|low|ultra,3
ultra violet,ultra|violet,2
ultra wideband technologies,technolog|ultra|wideband,3
ultra-high vacuum,high|ultra|vacuum,3
ultra-wideband,ultra|wideband,2
ultracentrifuge,ultracentrifug,1
ultrafilter,ultrafilt,1
ultrafiltration (renal),renal|ultrafiltr,2
ultrafine particle,particl|ultrafin,2
ultramafic rock,rock|ultramaf,2
ultramarathon,ultramarathon,1
ultraproduct,ultraproduct,1
ultrapure water,ultrapur|water,2
ultrasonic imaging,imag|ultrason,2
ultrasonic sensor,sensor|ultrason,2
ultrasonic technology,technolog|ultrason,2
ultrasonic transducers,transduc|ultrason,2
ultrasonics,ultrason,1
ultrasonography,ultrasonographi,1
ultrasound,ultrasound,1
ultrastructure,ultrastructur,1
ultraviolet,ultraviolet,1
ultraviolet a,ultraviolet,1
ultraviolet astronomy,astronomi|ultraviolet,2
ultraviolet b,ultraviolet,1
ultraviolet light,light|ultraviolet,2
ultraviolet radiation,radiat|ultraviolet,2
ultraviolet visible spectroscopy,spectroscopi|ultraviolet|visibl,3
umbilical cord,cord|umbil,2
umbilicus (mollusc),mollusc|umbilicu,2
umts frequency bands,band|frequenc|umt,3
umwelt,umwelt,1
unanimity,unanim,1
unary operation,oper|unari,2
unaudited financial statements,financi|statement|unaudit,3
unavailability,unavail,1
unbundling,unbundl,1
uncanny,uncanni,1
uncertain data,datum|uncertain,2
uncertainty,uncertainti,1
uncertainty analysis,analysi|uncertainti,2
uncertainty quantification,quantif|uncertainti,2
uncertainty reduction theory,reduct|theori|uncertainti,3
uncertainty theory,theori|uncertainti,2
unconscionability,unconscion,1
unconscious mind,mind|unconsci,2
unconsciousness,unconsci,1
unconsolidated subsidiaries,subsidiari|unconsolid,2
unconventional computing,comput|unconvent,2
uncorrelated,uncorrel,1
undecane,undecan,1
under-five,,0
under-reporting,report,1
underage drinking,drink|underag,2
undercarriages,undercarriag,1
underclass,underclass,1
undercut,undercut,1
underdetermined system,system|underdetermin,2
underdevelopment,underdevelop,1
underemployment,underemploy,1
underfunded pension plans,pension|plan|underfund,3
undergraduate education,educ|undergradu,2
undergraduate research,research|undergradu,2
undergraduate student,student|undergradu,2
underground construction,construct|underground,2
underground railroad,railroad|underground,2
underground storage,storag|underground,2
underground structures,structur|underground,2
undergrowth,undergrowth,1
underpinning,underpin,1
underrepresented minority,minor|underrepres,2
undersampling,undersampl,1
undersea,undersea,1
undersea cables,cabl|undersea,2
underspecification,underspecif,1
underwater,underwat,1
underwater exploration,explor|underwat,2
underwater photography,photographi|underwat,2
underwater pipelines,pipelin|underwat,2
underwater resources,resourc|underwat,2
underwater robots,robot|underwat,2
underwear,underwear,1
underwriters,underwrit,1
underwriting,underwrit,1
undo,undo,1
undoing,undo,1
undue influence,influenc|undu,2
unemployment,unemploy,1
unemployment & job market,job|market|unemploy,3
unemployment and job market,job|market|unemploy,3
unemployment benefits,benefit|unemploy,2
unemployment insurance,insur|unemploy,2
unexpected events,event|unexpect,2
unexplained phenomena,phenomenon|unexplain,2
unexploded ordnance,ordnanc|unexplod,2
unfair competition,competit|unfair,2
unfair labor practices,labor|practic|unfair,3
unfinished works,unfinish|work,2
unicode,unicod,1
unicorn,unicorn,1
unidentified flying objects,fli|object|unidentifi,3
unidentified flying objects--ufo,fli|object|ufo|unidentifi,4
unification,unif,1
unified field theory,field|theori|unifi,3
unified medical language system,languag|medic|system|unifi,4
unified messaging,messag|unifi,2
unified model,model|unifi,2
uniform commercial code,code|commerci|uniform,3
uniform commercial code-us,code|commerci|uniform,3
uniform consumer credit code-us,code|consum|credit|uniform,4
uniform crime reports,crime|report|uniform,3
uniform distribution (continuous),continu|distribut|uniform,3
uniform limit theorem,limit|theorem|uniform,3
uniform norm,norm|uniform,2
uniforms,uniform,1
unimodality,unimod,1
unimodular matrix,matrix|unimodular,2
uninsured motorist coverage,coverag|motorist|uninsur,3
uninsured people,peopl|uninsur,2
unintended consequences,consequ|unintend,2
uninterruptible power supply,power|suppli|uninterrupt,3
union catalogs,catalog|union,2
union leadership,leadership|union,2
union membership,membership|union,2
unionization,union,1
unions,union,1
unipotent,unipot,1
uniqueness,uniqu,1
unison,unison,1
unit (ring theory),ring|theori|unit,3
unit circle,circl|unit,2
unit cost,cost|unit,2
unit cube,cube|unit,2
unit disk,disk|unit,2
unit interval,interv|unit,2
unit investment trusts,invest|trust|unit,3
unit load,load|unit,2
unit of time,time|unit,2
unit operation,oper|unit,2
unit price,price|unit,2
unit root,root|unit,2
unit sphere,sphere|unit,2
unit square,squar|unit,2
unit trusts,trust|unit,2
unit vector,unit|vector,2
unitarian universalism,unitarian|univers,2
unitarity,unitar,1
unitary state,state|unitari,2
unitary taxes,taxi|unitari,2
united states,state|unit,2
united states armament and defense,armament|defens|state|unit,4
united states economy,economi|state|unit,3
united states international relations,intern|relat|state|unit,4
united states internationalrelations,internationalrel|state|unit,3
united states open (tennis),open|state|tenni|unit,4
united states politics and government,govern|polit|state|unit,4
united states-mexico-canada agreement,agreement|canada|mexico|state|unit,5
unitedstates armament and defense,armament|defens|unitedst,3
units of measurement,measur|unit,2
unity,uniti,1
unity in diversity,divers|uniti,2
universal banking,bank|univers,2
universal credit,credit|univers,2
universal design,design|univers,2
universal design for learning,design|learn|univers,3
universal history,histori|univers,2
universal joint,joint|univers,2
universal law,law|univers,2
universal life,life|univers,2
universal plug and play,play|plug|univers,3
universal product code,code|product|univers,3
universal product number,number|product|univers,3
universal product symbol,product|symbol|univers,3
universal serial bus,serial|univers,2
universal service,servic|univers,2
universal time,time|univers,2
universality (dynamical systems),dynam|system|univers,3
universalization,univers,1
universe,univers,1
university administration,administr|univers,2
university admissions,admiss|univers,2
university buildings,build|univers,2
university campus,campu|univers,2
university colleges,colleg|univers,2
university faculty,faculti|univers,2
university graduates,graduat|univers,2
university hospital,hospit|univers,2
university presidents,presid|univers,2
university professors,professor|univers,2
university research,research|univers,2
university students,student|univers,2
unix,unix,1
unloaders,unload,1
unmanned aerial vehicles,aerial|unman|vehicl,3
unmanned aircraft,aircraft|unman,2
unmanned ground vehicle,ground|unman|vehicl,3
unmanned surface vehicle,surfac|unman|vehicl,3
unmanned vehicles,unman|vehicl,2
unobservable,unobserv,1
unpacking,unpack,1
unsaid,unsay,1
unsaponifiable,unsaponifi,1
unsaturated polyester,polyest|unsatur,2
unsolved crimes,crime|unsolv,2
unsteady flow,flow|unsteadi,2
unstructured data,datum|unstructur,2
unsupervised learning,learn|unsupervis,2
upgrade,upgrad,1
upgrading,upgrad,1
upholstery,upholsteri,1
upload,upload,1
upper abdomen,abdomen|upper,2
upper and lower bounds,bound|low|upper,3
upper class,class|upper,2
upper half-plane,half|plane|upper,3
upper limb,limb|upper,2
upper lip,lip|upper,2
upper paleolithic,paleolith|upper,2
upper respiratory infections,infect|respiratori|upper,3
upper respiratory tract infection,infect|respiratori|tract|upper,4
upset,upset,1
upstream (networking),network|upstream,2
upward mobility,mobil|upward,2
upwelling,upwel,1
urachus,urachu,1
uranium,uranium,1
uranus,uranu,1
urban agglomeration,agglomer|urban,2
urban area,area|urban,2
urban areas,area|urban,2
urban community,commun|urban,2
urban computing,comput|urban,2
urban construction,construct|urban,2
urban culture,cultur|urban,2
urban development,develop|urban,2
urban district,district|urban,2
urban economics,econom|urban,2
urban environment,environ|urban,2
urban environments,environ|urban,2
urban farming,farm|urban,2
urban forest,forest|urban,2
urban forestry,forestri|urban,2
urban forests,forest|urban,2
urban health care,care|health|urban,3
urban heat island,heat|island|urban,3
urban heat islands,heat|island|urban,3
urban history,histori|urban,2
urban landscape,landscap|urban,2
